Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa
0,0,-0.1325191,0.003681607,0,0,0,0,0,0,0,0.1325191,0,0,0,3681.607
0.05,-0.001599996,-0.1325493,0.003682448,0,0,0,0,0,0.001599996,0.006546629,0.1325493,0,0.006546843,-0.001599996,3682.207
0.1,-0.006399984,-0.1331514,0.003699173,0,0,0,0,0,0.006399984,0.02618651,0.1331514,0,0.02618994,-0.006399984,3698.205
0.15,-0.01519996,-0.1347638,0.00374397,0,0,0,0,0,0.01519996,0.06219297,0.1347638,0,0.06221232,-0.01519996,3741.641
0.2,-0.0254666,-0.1371917,0.003811422,0,0,0,0,0,0.0254666,0.1042005,0.1371917,0,0.1042548,-0.0254666,3807.45
0.25,-0.03573325,-0.1393927,0.003872569,0,0,0,0,0,0.03573325,0.146208,0.1393927,0,0.146315,-0.03573325,3866.907
0.3,-0.04559989,-0.1415192,0.003931647,0,0,0,0,0,0.04559989,0.1865789,0.1415192,0,0.1867532,-0.04559989,3924.311
0.35,-0.05506653,-0.143345,0.003982371,0,0,0,0,0,0.05506653,0.2253131,0.143345,0,0.2255674,-0.05506653,3973.398
0.4,-0.06453317,-0.1451142,0.004031521,0,0,0,0,0,0.06453317,0.2640474,0.1451142,0,0.2643966,-0.06453317,4020.876
0.45,-0.07346649,-0.1469003,0.004081143,0,0,0,0,0,0.07346649,0.3005994,0.1469003,0,0.3010521,-0.07346649,4068.875
0.5,-0.08226647,-0.1483631,0.004121781,0,0,0,0,0,0.08226646,0.3366058,0.1483631,0,0.3371736,-0.08226647,4107.907
0.55,-0.09079978,-0.1500034,0.004167352,0,0,0,0,0,0.09079978,0.3715212,0.1500034,0,0.3722131,-0.09079978,4151.87
0.6,-0.09946642,-0.1513752,0.004205463,0,0,0,0,0,0.09946642,0.4069821,0.1513752,0,0.4078125,-0.09946642,4188.347
0.6500001,-0.1079997,-0.1527061,0.004242437,0,0,0,0,0,0.1079997,0.4418975,0.1527061,0,0.4428767,-0.1079997,4223.69
0.7000001,-0.1163997,-0.1541653,0.004282978,0,0,0,0,0,0.1163997,0.4762672,0.1541653,0,0.477405,-0.1163997,4262.58
0.7500001,-0.1247997,-0.1554273,0.004318037,0,0,0,0,0,0.1247997,0.510637,0.1554273,0,0.5119453,-0.1247997,4295.987
0.8,-0.1331997,-0.1567355,0.00435438,0,0,0,0,0,0.1331997,0.5450069,0.1567355,0,0.5464974,-0.1331997,4330.648
0.85,-0.1414663,-0.1579974,0.004389439,0,0,0,0,0,0.1414663,0.5788311,0.1579974,0,0.5805128,-0.1414663,4364.031
0.9000001,-0.149733,-0.1592666,0.004424701,0,0,0,0,0,0.149733,0.6126553,0.1592666,0,0.6145398,-0.149733,4397.593
0.9500001,-0.1583996,-0.1605873,0.00446139,0,0,0,0,0,0.1583996,0.6481163,0.1605873,0,0.6502257,-0.1583996,4432.475
1,-0.1666663,-0.1618583,0.004496702,0,0,0,0,0,0.1666663,0.6819405,0.1618583,0,0.6842763,-0.1666663,4466.038
1.05,-0.1750662,-0.1631475,0.004532519,0,0,0,0,0,0.1750662,0.7163103,0.1631475,0,0.7188881,-0.1750662,4500.052
1.1,-0.1835995,-0.1643882,0.004566987,0,0,0,0,0,0.1835995,0.7512257,0.1643882,0,0.7540616,-0.1835995,4532.678
1.15,-0.1919995,-0.1655481,0.004599209,0,0,0,0,0,0.1919995,0.7855954,0.1655481,0,0.7886975,-0.1919995,4563.078
1.2,-0.2001328,-0.1666416,0.00462959,0,0,0,0,0,0.2001328,0.8188741,0.1666416,0,0.8222453,-0.2001328,4591.679
1.25,-0.2085328,-0.1678515,0.004663204,0,0,0,0,0,0.2085328,0.853244,0.1678515,0,0.856905,-0.2085328,4623.415
1.3,-0.2171995,-0.1691009,0.004697914,0,0,0,0,0,0.2171995,0.8887049,0.1691009,0,0.8926774,-0.2171995,4656.163
1.35,-0.2253328,-0.1701155,0.004726101,0,0,0,0,0,0.2253328,0.9219835,0.1701155,0,0.9262601,-0.2253328,4682.527
1.4,-0.2335994,-0.171365,0.004760815,0,0,0,0,0,0.2335994,0.9558079,0.171365,0,0.960405,-0.2335994,4715.311
1.45,-0.2419994,-0.1720129,0.004778814,0,0,0,0,0,0.2419994,0.9901776,0.1720129,0,0.9951125,-0.2419994,4731.495
1.5,-0.250266,-0.1738184,0.004828973,0,0,0,0,0,0.250266,1.024002,0.1738184,0,1.029281,-0.250266,4779.525
1.55,-0.2583994,-0.174283,0.004841881,0,0,0,0,0,0.2583994,1.057281,0.174283,0,1.06291,-0.2583994,4790.689
1.6,-0.2667994,-0.1756999,0.004881244,0,0,0,0,0,0.2667994,1.09165,0.1756999,0,1.097653,-0.2667994,4827.958
1.65,-0.2751993,-0.1765697,0.004905409,0,0,0,0,0,0.2751993,1.12602,0.1765697,0,1.132408,-0.2751993,4850.173
1.7,-0.283466,-0.1777126,0.004937161,0,0,0,0,0,0.283466,1.159844,0.1777126,0,1.166623,-0.283466,4879.897
1.75,-0.2917326,-0.1787993,0.004967351,0,0,0,0,0,0.2917326,1.193669,0.1787993,0,1.20085,-0.2917326,4908.057
1.8,-0.2999993,-0.1798383,0.004996217,0,0,0,0,0,0.2999993,1.227493,0.1798383,0,1.235089,-0.2999993,4934.889
1.85,-0.3085326,-0.1808546,0.005024452,0,0,0,0,0,0.3085326,1.262408,0.1808546,0,1.270444,-0.3085326,4961.023
1.9,-0.3167992,-0.1818375,0.005051758,0,0,0,0,0,0.3167993,1.296233,0.1818375,0,1.304707,-0.3167992,4986.275
1.95,-0.3250659,-0.1828732,0.005080532,0,0,0,0,0,0.3250659,1.330057,0.1828732,0,1.338981,-0.3250659,5012.958
2,-0.3335992,-0.1838182,0.005106785,0,0,0,0,0,0.3335992,1.364972,0.1838182,0,1.374374,-0.3335992,5037.079
2.05,-0.3419992,-0.1849631,0.005138593,0,0,0,0,0,0.3419992,1.399342,0.1849631,0,1.409225,-0.3419992,5066.686
2.1,-0.3499991,-0.1858552,0.005163378,0,0,0,0,0,0.3499991,1.432075,0.1858552,0,1.442428,-0.3499991,5089.434
2.15,-0.3585325,-0.1868241,0.005190293,0,0,0,0,0,0.3585325,1.46699,0.1868241,0,1.477857,-0.3585325,5114.152
2.2,-0.3670658,-0.1878032,0.005217494,0,0,0,0,0,0.3670658,1.501906,0.1878032,0,1.513299,-0.3670658,5139.132
2.25,-0.3750657,-0.1889272,0.005248721,0,0,0,0,0,0.3750657,1.534639,0.1889272,0,1.546536,-0.3750657,5168.172
2.3,-0.3834657,-0.1897321,0.005271085,0,0,0,0,0,0.3834657,1.569009,0.1897321,0,1.581448,-0.3834657,5188.381
2.35,-0.3919991,-0.1900584,0.00528015,0,0,0,0,0,0.3919991,1.603924,0.1900584,0,1.616926,-0.3919991,5195.46
2.4,-0.4001324,-0.1921724,0.005338878,0,0,0,0,0,0.4001324,1.637203,0.1921724,0,1.650753,-0.4001324,5251.47
2.45,-0.408399,-0.1920736,0.005336135,0,0,0,0,0,0.408399,1.671027,0.1920736,0,1.685146,-0.408399,5246.967
2.5,-0.416799,-0.1938229,0.005384734,0,0,0,0,0,0.416799,1.705397,0.193823,0,1.720106,-0.416799,5292.903
2.55,-0.4250656,-0.1939653,0.00538869,0,0,0,0,0,0.4250656,1.739221,0.1939653,0,1.754523,-0.4250656,5294.969
2.6,-0.4333323,-0.1955629,0.005433072,0,0,0,0,0,0.4333323,1.773045,0.1955629,0,1.788952,-0.4333323,5336.741
2.65,-0.4417323,-0.1959048,0.005442572,0,0,0,0,0,0.4417323,1.807415,0.1959048,0,1.823948,-0.4417323,5344.202
2.7,-0.4499989,-0.1971336,0.005476709,0,0,0,0,0,0.4499989,1.841239,0.1971336,0,1.858401,-0.4499989,5375.87
2.75,-0.4585322,-0.198055,0.005502307,0,0,0,0,0,0.4585322,1.876155,0.198055,0,1.893978,-0.4585322,5399.075
2.8,-0.4667989,-0.1988254,0.005523711,0,0,0,0,0,0.4667989,1.909979,0.1988254,0,1.928455,-0.4667989,5418.209
2.85,-0.4749322,-0.199883,0.005553094,0,0,0,0,0,0.4749322,1.943258,0.199883,0,1.962387,-0.4749322,5445.183
2.9,-0.4835988,-0.2006529,0.005574482,0,0,0,0,0,0.4835988,1.978719,0.2006529,0,1.998557,-0.4835988,5464.179
2.95,-0.4919988,-0.2014641,0.00559702,0,0,0,0,0,0.4919988,2.013088,0.2014641,0,2.033627,-0.4919988,5484.347
3,-0.4999988,-0.2026585,0.005630201,0,0,0,0,0,0.4999988,2.045822,0.2026585,0,2.067038,-0.4999988,5515.017
3.05,-0.5083987,-0.2030601,0.005641358,0,0,0,0,0,0.5083988,2.080191,0.2030601,0,2.102132,-0.5083987,5524.007
3.1,-0.5169321,-0.2042932,0.005675615,0,0,0,0,0,0.5169321,2.115107,0.2042932,0,2.137796,-0.5169321,5555.57
3.15,-0.5249321,-0.2047526,0.005688379,0,0,0,0,0,0.524932,2.14784,0.2047526,0,2.171242,-0.5249321,5566.201
3.2,-0.5333321,-0.2059919,0.00572281,0,0,0,0,0,0.533332,2.18221,0.2059919,0,2.206372,-0.5333321,5597.926
3.25,-0.5418654,-0.2064936,0.005736745,0,0,0,0,0,0.5418653,2.217125,0.2064936,0,2.242073,-0.5418654,5609.555
3.3,-0.5499987,-0.2076472,0.005768795,0,0,0,0,0,0.5499986,2.250404,0.2076472,0,2.276112,-0.5499987,5638.973
3.35,-0.5582653,-0.2083254,0.005787637,0,0,0,0,0,0.5582653,2.284228,0.2083254,0,2.310721,-0.5582653,5655.434
3.4,-0.5666653,-0.2092198,0.005812484,0,0,0,0,0,0.5666653,2.318598,0.2092198,0,2.3459,-0.5666653,5677.716
3.45,-0.5751986,-0.2100907,0.005836681,0,0,0,0,0,0.5751986,2.353513,0.2100907,0,2.381651,-0.5751986,5699.313
3.5,-0.5833319,-0.210792,0.005856163,0,0,0,0,0,0.5833319,2.386792,0.210792,0,2.415737,-0.5833319,5716.389
3.55,-0.5917319,-0.2117326,0.005882295,0,0,0,0,0,0.5917319,2.421162,0.2117326,0,2.450954,-0.5917319,5739.875
3.6,-0.6002652,-0.2127691,0.00591109,0,0,0,0,0,0.6002652,2.456077,0.2127691,0,2.486742,-0.6002652,5765.909
3.65,-0.6085319,-0.2131913,0.005922819,0,0,0,0,0,0.6085319,2.489901,0.2131913,0,2.521424,-0.6085319,5775.347
3.7,-0.6169318,-0.2145528,0.005960646,0,0,0,0,0,0.6169318,2.524271,0.2145528,0,2.556677,-0.6169318,5810.183
3.75,-0.6253318,-0.2148725,0.005969527,0,0,0,0,0,0.6253318,2.558641,0.2148725,0,2.591943,-0.6253318,5816.788
3.8,-0.6337318,-0.216169,0.006005546,0,0,0,0,0,0.6337318,2.59301,0.216169,0,2.627222,-0.6337318,5849.822
3.85,-0.6419984,-0.2167024,0.006020366,0,0,0,0,0,0.6419984,2.626835,0.2167024,0,2.661952,-0.6419984,5862.221
3.9,-0.6502651,-0.2176323,0.006046198,0,0,0,0,0,0.6502651,2.660659,0.2176323,0,2.696695,-0.6502651,5885.329
3.95,-0.6585317,-0.2182371,0.006063,0,0,0,0,0,0.6585317,2.694483,0.2182371,0,2.73145,-0.6585317,5899.634
4,-0.6669317,-0.2191798,0.006089191,0,0,0,0,0,0.6669317,2.728853,0.2191798,0,2.766778,-0.6669317,5923.026
4.05,-0.675065,-0.2199173,0.006109681,0,0,0,0,0,0.675065,2.762132,0.2199173,0,2.800996,-0.675065,5940.923
4.1,-0.6833317,-0.2208417,0.00613536,0,0,0,0,0,0.6833317,2.795956,0.2208417,0,2.835787,-0.6833317,5963.819
4.15,-0.691865,-0.221348,0.006149429,0,0,0,0,0,0.691865,2.830872,0.221348,0,2.871713,-0.691865,5975.346
4.2,-0.6999983,-0.2222713,0.006175079,0,0,0,0,0,0.6999983,2.86415,0.2222713,0,2.905967,-0.6999983,5998.216
4.25,-0.7082649,-0.2229856,0.006194923,0,0,0,0,0,0.7082649,2.897974,0.2229856,0,2.940795,-0.7082649,6015.396
4.3,-0.7169316,-0.223674,0.006214048,0,0,0,0,0,0.7169316,2.933435,0.223674,0,2.977321,-0.7169316,6031.763
4.35,-0.7253315,-0.2247374,0.006243592,0,0,0,0,0,0.7253315,2.967805,0.2247374,0,3.012736,-0.7253315,6058.294
4.4,-0.7334649,-0.2252057,0.006256601,0,0,0,0,0,0.7334649,3.001084,0.2252057,0,3.047038,-0.7334649,6068.835
4.45,-0.7418648,-0.2260551,0.006280198,0,0,0,0,0,0.7418649,3.035454,0.2260551,0,3.082477,-0.7418648,6089.565
4.5,-0.7503981,-0.2268308,0.006301749,0,0,0,0,0,0.7503982,3.070369,0.2268308,0,3.118492,-0.7503981,6108.262
4.55,-0.7585315,-0.2276811,0.006325372,0,0,0,0,0,0.7585315,3.103648,0.2276811,0,3.152831,-0.7585315,6129.055
4.6,-0.7669315,-0.2282766,0.006341916,0,0,0,0,0,0.7669315,3.138017,0.2282766,0,3.188308,-0.7669315,6142.905
4.65,-0.7753315,-0.2291193,0.006365326,0,0,0,0,0,0.7753314,3.172387,0.2291193,0,3.223798,-0.7753315,6163.393
4.7,-0.7835981,-0.2299529,0.006388487,0,0,0,0,0,0.7835981,3.206212,0.2299529,0,3.258736,-0.7835981,6183.659
4.75,-0.7918648,-0.2304924,0.006403475,0,0,0,0,0,0.7918648,3.240036,0.2304924,0,3.293687,-0.7918648,6196
4.8,-0.8001314,-0.2312669,0.006424991,0,0,0,0,0,0.8001314,3.27386,0.2312669,0,3.32865,-0.8001314,6214.646
4.85,-0.8085314,-0.2319045,0.006442704,0,0,0,0,0,0.8085313,3.30823,0.2319045,0,3.364189,-0.8085314,6229.565
4.9,-0.8169314,-0.2327495,0.006466181,0,0,0,0,0,0.8169314,3.3426,0.2327495,0,3.399742,-0.8169314,6250.042
4.95,-0.8250647,-0.2333449,0.006482721,0,0,0,0,0,0.8250647,3.375878,0.2333449,0,3.434177,-0.8250647,6263.873
5,-0.8333313,-0.2339828,0.006500443,0,0,0,0,0,0.8333313,3.409703,0.2339828,0,3.469189,-0.8333313,6278.797
5.05,-0.841998,-0.2349205,0.006526493,0,0,0,0,0,0.841998,3.445163,0.2349205,0,3.505909,-0.841998,6301.645
5.1,-0.8501313,-0.2354423,0.006540991,0,0,0,0,0,0.8501313,3.478442,0.2354423,0,3.540381,-0.8501313,6313.467
5.15,-0.8583979,-0.236181,0.006561515,0,0,0,0,0,0.8583979,3.512266,0.2361811,0,3.57543,-0.8583979,6331.057
5.2,-0.8670646,-0.2368682,0.006580606,0,0,0,0,0,0.8670646,3.547727,0.2368682,0,3.612188,-0.8670646,6347.144
5.25,-0.8753312,-0.2376725,0.00660295,0,0,0,0,0,0.8753312,3.581552,0.2376725,0,3.647263,-0.8753312,6366.462
5.3,-0.8833312,-0.2382741,0.006619663,0,0,0,0,0,0.8833312,3.614285,0.2382741,0,3.681218,-0.8833312,6380.41
5.35,-0.8918645,-0.2389176,0.006637542,0,0,0,0,0,0.8918645,3.6492,0.2389176,0,3.717449,-0.8918645,6395.325
5.4,-0.9003978,-0.2395927,0.006656297,0,0,0,0,0,0.9003978,3.684115,0.2395927,0,3.753693,-0.9003978,6411.072
5.45,-0.9085311,-0.2403498,0.006677329,0,0,0,0,0,0.9085311,3.717394,0.2403498,0,3.788251,-0.9085311,6429.107
5.5,-0.9167978,-0.2407641,0.00668884,0,0,0,0,0,0.9167978,3.751218,0.2407641,0,3.823387,-0.9167978,6437.927
5.55,-0.9253311,-0.2415187,0.006709804,0,0,0,0,0,0.9253311,3.786134,0.2415187,0,3.85967,-0.9253311,6455.762
5.6,-0.9334644,-0.2420732,0.006725208,0,0,0,0,0,0.9334644,3.819412,0.2420732,0,3.894264,-0.9334644,6468.345
5.65,-0.9415977,-0.242729,0.006743429,0,0,0,0,0,0.9415977,3.852691,0.242729,0,3.92887,-0.9415977,6483.625
5.7,-0.9499977,-0.2433062,0.006759463,0,0,0,0,0,0.9499977,3.887061,0.2433062,0,3.964624,-0.9499977,6496.719
5.75,-0.9583976,-0.2439258,0.006776678,0,0,0,0,0,0.9583976,3.921431,0.2439258,0,4.00039,-0.9583976,6510.935
5.8,-0.966531,-0.2444136,0.006790228,0,0,0,0,0,0.966531,3.95471,0.2444136,0,4.035033,-0.966531,6521.694
5.85,-0.9749309,-0.2450112,0.006806833,0,0,0,0,0,0.9749309,3.989079,0.2450112,0,4.070824,-0.9749309,6535.303
5.9,-0.983331,-0.24564,0.006824301,0,0,0,0,0,0.983331,4.023449,0.24564,0,4.106629,-0.983331,6549.728
5.95,-0.9918642,-0.2463421,0.006843808,0,0,0,0,0,0.9918643,4.058364,0.2463421,0,4.143014,-0.9918642,6566.061
6,-1.000264,-0.2469405,0.006860431,0,0,0,0,0,1.000264,4.092734,0.2469405,0,4.178844,-1.000264,6579.652
6.05,-1.008398,-0.2476246,0.006879435,0,0,0,0,0,1.008398,4.126013,0.2476246,0,4.213549,-1.008398,6595.589
6.1,-1.016931,-0.2481182,0.006893148,0,0,0,0,0,1.016931,4.160928,0.2481182,0,4.249974,-1.016931,6606.329
6.15,-1.025331,-0.2487311,0.006910178,0,0,0,0,0,1.025331,4.195298,0.2487311,0,4.285842,-1.025331,6620.275
6.2,-1.033331,-0.2493396,0.006927084,0,0,0,0,0,1.033331,4.228031,0.2493397,0,4.320014,-1.033331,6634.204
6.25,-1.041731,-0.2499801,0.006944876,0,0,0,0,0,1.041731,4.262401,0.2499801,0,4.355908,-1.041731,6648.857
6.3,-1.050264,-0.2505407,0.006960451,0,0,0,0,0,1.050264,4.297317,0.2505407,0,4.392385,-1.050264,6661.338
6.35,-1.058397,-0.2511859,0.006978374,0,0,0,0,0,1.058397,4.330595,0.2511859,0,4.427164,-1.058397,6676.169
6.4,-1.066664,-0.251799,0.006995409,0,0,0,0,0,1.066664,4.364419,0.251799,0,4.462525,-1.066664,6690.1
6.45,-1.075197,-0.2523729,0.007011352,0,0,0,0,0,1.075197,4.399334,0.2523729,0,4.499041,-1.075197,6702.899
6.5,-1.083464,-0.2529886,0.007028459,0,0,0,0,0,1.083464,4.433159,0.2529886,0,4.534428,-1.083464,6716.876
6.55,-1.091597,-0.2535557,0.007044214,0,0,0,0,0,1.091597,4.466438,0.2535557,0,4.569256,-1.091597,6729.589
6.6,-1.099997,-0.2540967,0.007059241,0,0,0,0,0,1.099997,4.500807,0.2540967,0,4.605239,-1.099997,6741.519
6.65,-1.108531,-0.2547362,0.007077009,0,0,0,0,0,1.108531,4.535723,0.2547362,0,4.641807,-1.108531,6756.016
6.7,-1.116664,-0.2553846,0.007095023,0,0,0,0,0,1.116664,4.569001,0.2553846,0,4.676673,-1.116664,6770.851
6.75,-1.125064,-0.2559688,0.007111252,0,0,0,0,0,1.125064,4.603372,0.2559688,0,4.712695,-1.125064,6783.895
6.8,-1.133597,-0.2565802,0.007128238,0,0,0,0,0,1.133597,4.638287,0.2565802,0,4.749301,-1.133597,6797.61
6.85,-1.141864,-0.2571027,0.007142755,0,0,0,0,0,1.141864,4.672111,0.2571027,0,4.784777,-1.141864,6809.038
6.9,-1.150131,-0.2577204,0.007159916,0,0,0,0,0,1.150131,4.705935,0.2577204,0,4.820265,-1.150131,6822.975
6.95,-1.15853,-0.258291,0.007175768,0,0,0,0,0,1.15853,4.740305,0.258291,0,4.856339,-1.15853,6835.615
7,-1.167064,-0.2588599,0.007191573,0,0,0,0,0,1.167064,4.77522,0.2588599,0,4.892999,-1.167064,6848.16
7.05,-1.17533,-0.2595523,0.007210808,0,0,0,0,0,1.175331,4.809044,0.2595523,0,4.928525,-1.17533,6864.037
7.1,-1.183464,-0.2601456,0.007227291,0,0,0,0,0,1.183464,4.842323,0.2601456,0,4.963492,-1.183464,6877.323
7.15,-1.191864,-0.2606467,0.007241213,0,0,0,0,0,1.191864,4.876693,0.2606467,0,4.999617,-1.191864,6888.081
7.2,-1.20013,-0.2612997,0.007259354,0,0,0,0,0,1.20013,4.910517,0.2612997,0,5.035182,-1.20013,6902.882
7.25,-1.208264,-0.2619358,0.007277027,0,0,0,0,0,1.208264,4.943796,0.2619358,0,5.070185,-1.208264,6917.265
7.3,-1.21653,-0.2625359,0.007293698,0,0,0,0,0,1.21653,4.97762,0.2625359,0,5.105774,-1.21653,6930.645
7.35,-1.225064,-0.2632218,0.007312753,0,0,0,0,0,1.225064,5.012536,0.2632218,0,5.142526,-1.225064,6946.199
7.4,-1.23333,-0.2639242,0.007332266,0,0,0,0,0,1.23333,5.04636,0.2639242,0,5.178141,-1.23333,6962.254
7.45,-1.241597,-0.264379,0.007344903,0,0,0,0,0,1.241597,5.080184,0.264379,0,5.213769,-1.241597,6971.768
7.5,-1.25013,-0.2651991,0.007367687,0,0,0,0,0,1.25013,5.115099,0.2651992,0,5.25056,-1.25013,6990.823
7.55,-1.258664,-0.2657837,0.007383926,0,0,0,0,0,1.258664,5.150015,0.2657837,0,5.287364,-1.258664,7003.653
7.6,-1.266797,-0.2665498,0.00740521,0,0,0,0,0,1.266797,5.183294,0.2665498,0,5.322456,-1.266797,7021.376
7.65,-1.275197,-0.2670981,0.007420443,0,0,0,0,0,1.275197,5.217663,0.2670981,0,5.358712,-1.275197,7033.269
7.7,-1.28373,-0.2678575,0.007441541,0,0,0,0,0,1.28373,5.252579,0.2678575,0,5.395556,-1.28373,7050.668
7.75,-1.291997,-0.268464,0.00745839,0,0,0,0,0,1.291997,5.286403,0.268464,0,5.431262,-1.291997,7064.109
7.8,-1.300397,-0.2690306,0.007474132,0,0,0,0,0,1.300397,5.320773,0.2690306,0,5.467556,-1.300397,7076.451
7.85,-1.308797,-0.2697543,0.007494236,0,0,0,0,0,1.308797,5.355143,0.2697543,0,5.503864,-1.308797,7092.909
7.9,-1.317063,-0.2703335,0.007510328,0,0,0,0,0,1.317063,5.388967,0.2703335,0,5.539609,-1.317063,7105.599
7.95,-1.325197,-0.2708623,0.007525021,0,0,0,0,0,1.325197,5.422246,0.2708623,0,5.574789,-1.325197,7116.995
8,-1.333597,-0.2714114,0.007540276,0,0,0,0,0,1.333597,5.456615,0.2714114,0,5.611136,-1.333597,7128.832
8.05,-1.341997,-0.2721151,0.007559824,0,0,0,0,0,1.341997,5.490985,0.2721151,0,5.647496,-1.341997,7144.715
8.1,-1.350263,-0.2726487,0.007574649,0,0,0,0,0,1.350263,5.524809,0.2726487,0,5.683292,-1.350263,7156.164
8.15,-1.358397,-0.2730857,0.00758679,0,0,0,0,0,1.358397,5.558088,0.2730857,0,5.718523,-1.358397,7165.11
8.200001,-1.366663,-0.2738289,0.007607437,0,0,0,0,0,1.366663,5.591912,0.2738289,0,5.754344,-1.366663,7182.036
8.25,-1.375197,-0.2742165,0.007618204,0,0,0,0,0,1.375197,5.626827,0.2742165,0,5.791334,-1.375197,7189.541
8.3,-1.383597,-0.2748683,0.007636313,0,0,0,0,0,1.383597,5.661198,0.2748683,0,5.82776,-1.383597,7204.006
8.35,-1.39173,-0.2756941,0.007659254,0,0,0,0,0,1.39173,5.694476,0.275694,0,5.863042,-1.39173,7223.1
8.400001,-1.40013,-0.2759093,0.007665235,0,0,0,0,0,1.40013,5.728846,0.2759093,0,5.899494,-1.40013,7226.106
8.450001,-1.408663,-0.276887,0.007692397,0,0,0,0,0,1.408663,5.763761,0.276887,0,5.936538,-1.408663,7249.025
8.5,-1.416663,-0.2771605,0.007699996,0,0,0,0,0,1.416663,5.796494,0.2771606,0,5.971279,-1.416663,7253.666
8.55,-1.425197,-0.2779876,0.007722974,0,0,0,0,0,1.425197,5.83141,0.2779876,0,6.00835,-1.425197,7272.616
8.6,-1.43373,-0.278337,0.007732681,0,0,0,0,0,1.43373,5.866325,0.278337,0,6.045434,-1.43373,7279.056
8.650001,-1.44173,-0.2790996,0.007753866,0,0,0,0,0,1.44173,5.899058,0.2790996,0,6.080213,-1.44173,7296.461
8.700001,-1.449996,-0.2795564,0.007766557,0,0,0,0,0,1.449996,5.932882,0.2795564,0,6.116164,-1.449996,7305.776
8.75,-1.458396,-0.2800089,0.007779129,0,0,0,0,0,1.458396,5.967252,0.2800089,0,6.152708,-1.458396,7314.929
8.8,-1.466663,-0.2806987,0.007798292,0,0,0,0,0,1.466663,6.001077,0.2806987,0,6.188686,-1.466663,7330.31
8.85,-1.47493,-0.2812226,0.007812846,0,0,0,0,0,1.47493,6.034901,0.2812226,0,6.224676,-1.47493,7341.349
8.900001,-1.48333,-0.2818448,0.007830132,0,0,0,0,0,1.48333,6.069271,0.2818448,0,6.261259,-1.48333,7354.9
8.950001,-1.491596,-0.2824713,0.007847539,0,0,0,0,0,1.491596,6.103095,0.2824713,0,6.297276,-1.491596,7368.596
9,-1.499996,-0.2829864,0.007861849,0,0,0,0,0,1.499996,6.137465,0.2829865,0,6.333886,-1.499996,7379.331
9.05,-1.508396,-0.2836133,0.007879264,0,0,0,0,0,1.508396,6.171834,0.2836133,0,6.37051,-1.508396,7392.968
9.1,-1.516663,-0.2842042,0.007895681,0,0,0,0,0,1.516663,6.205659,0.2842042,0,6.406566,-1.516663,7405.702
9.150001,-1.525196,-0.2846967,0.007909364,0,0,0,0,0,1.525196,6.240574,0.2846967,0,6.443798,-1.525196,7415.774
9.200001,-1.533596,-0.2853988,0.00792887,0,0,0,0,0,1.533596,6.274944,0.2853988,0,6.480463,-1.533596,7431.337
9.25,-1.54173,-0.285905,0.007942931,0,0,0,0,0,1.54173,6.308222,0.285905,0,6.515975,-1.54173,7441.873
9.3,-1.550263,-0.2866164,0.007962696,0,0,0,0,0,1.550263,6.343138,0.2866164,0,6.553249,-1.550263,7457.612
9.35,-1.558663,-0.2869638,0.007972347,0,0,0,0,0,1.558663,6.377508,0.2869638,0,6.589953,-1.558663,7463.91
9.400001,-1.566796,-0.2878564,0.007997146,0,0,0,0,0,1.566796,6.410787,0.2878564,0,6.625505,-1.566796,7484.466
9.450001,-1.575063,-0.2880631,0.008002887,0,0,0,0,0,1.575063,6.444611,0.2880631,0,6.661653,-1.575063,7487.133
9.5,-1.583596,-0.2888942,0.008025976,0,0,0,0,0,1.583596,6.479526,0.2888941,0,6.69898,-1.583596,7505.93
9.55,-1.591729,-0.2891255,0.008032403,0,0,0,0,0,1.59173,6.512805,0.2891255,0,6.734571,-1.591729,7509.268
9.6,-1.599996,-0.289962,0.008055641,0,0,0,0,0,1.599996,6.546629,0.289962,0,6.770758,-1.599996,7528.268
9.650001,-1.608529,-0.2902356,0.008063242,0,0,0,0,0,1.608529,6.581544,0.2902356,0,6.808126,-1.608529,7532.556
9.700001,-1.616796,-0.2909624,0.008083435,0,0,0,0,0,1.616796,6.615368,0.2909624,0,6.84434,-1.616796,7548.686
9.75,-1.624929,-0.291405,0.008095732,0,0,0,0,0,1.624929,6.648647,0.291405,0,6.879982,-1.624929,7557.475
9.8,-1.633329,-0.2919022,0.008109545,0,0,0,0,0,1.633329,6.683017,0.2919022,0,6.916807,-1.633329,7567.583
9.85,-1.641863,-0.2924871,0.008125794,0,0,0,0,0,1.641863,6.717932,0.2924871,0,6.95423,-1.641863,7579.909
9.900001,-1.649996,-0.2930113,0.008140357,0,0,0,0,0,1.649996,6.751211,0.2930113,0,6.989911,-1.649996,7590.785
9.950001,-1.658396,-0.2934242,0.008151827,0,0,0,0,0,1.658396,6.785581,0.2934242,0,7.026777,-1.658396,7598.678
10,-1.666929,-0.2941321,0.008171494,0,0,0,0,0,1.666929,6.820496,0.2941321,0,7.06424,-1.666929,7614.157
10.05,-1.675329,-0.2943762,0.008178277,0,0,0,0,0,1.675329,6.854866,0.2943762,0,7.101133,-1.675329,7617.667
